city,state,zip,members,latitude,longitude
Urbana,MO,65767,4,37.844753,-93.17456
Omaha,NE,68108,4,41.240562,-95.93353
Omaha,NE,68114,4,41.264531,-96.04798
Luling,LA,70070,4,29.907162,-90.35142
Greenwell Springs,LA,70739,4,30.585687,-90.98014
Saint Gabriel,LA,70776,4,30.264611,-91.09595
Columbia,LA,71418,4,32.130124,-92.06755
Bee Branch,AR,72013,4,35.452494,-92.36279
Higden,AR,72067,4,35.564065,-92.1649
Mabelvale,AR,72103,4,34.598551,-92.38169
Sherwood,AR,72120,4,34.855962,-92.21997
Searcy,AR,72143,4,35.239022,-91.73776
Little Rock,AR,72209,4,34.674192,-92.35557
Brookland,AR,72417,4,35.92007,-90.57059
Williford,AR,72482,4,36.279796,-91.37245
Yellville,AR,72687,4,36.242942,-92.69011
Springdale,AR,72764,4,36.182407,-94.1082
Belleville,AR,72824,4,35.108311,-93.42594
Jones,OK,73049,4,35.572909,-97.29596
Norman,OK,73071,4,35.225702,-97.42394
Oklahoma City,OK,73117,4,35.476457,-97.47411
Ardmore,OK,73401,4,34.184742,-97.12655
Sand Springs,OK,74063,4,36.139385,-96.16523
Tulsa,OK,74104,4,36.146143,-95.95414
Tulsa,OK,74107,4,36.102042,-96.03144
Idabel,OK,74745,4,33.883578,-94.83154
Shawnee,OK,74801,4,35.327341,-96.93544
Forney,TX,75126,4,32.745373,-96.46038
Mesquite,TX,75150,4,32.818392,-96.63355
Dallas,TX,75212,4,32.78238,-96.86945
Kilgore,TX,75662,4,32.387151,-94.87439
Houston,TX,77031,4,29.654132,-95.54311
Houston,TX,77037,4,29.885451,-95.39552
Houston,TX,77051,4,29.66543,-95.36871
Crosby,TX,77532,4,29.920121,-95.07327
Fresno,TX,77545,4,29.526728,-95.45984
Floresville,TX,78114,4,29.150937,-98.17929
Corpus Christi,TX,78415,4,27.727083,-97.4289
Donna,TX,78537,4,26.165352,-98.05568
Mercedes,TX,78570,4,26.169728,-97.91232
Pflugerville,TX,78660,4,30.450122,-97.623
Bailey,CO,80421,4,39.460306,-105.476
Brighton,CO,80601,4,39.973251,-104.82407
Greeley,CO,80631,4,40.421845,-104.69175
Fountain,CO,80817,4,38.674013,-104.69627
Colorado Springs,CO,80907,4,38.873692,-104.81869
Colorado Springs,CO,80910,4,38.813044,-104.77158
Colorado Springs,CO,80911,4,38.746807,-104.7232
Colorado Springs,CO,80915,4,38.858644,-104.70892
Colorado Springs,CO,80916,4,38.808934,-104.73823
Colorado Springs,CO,80918,4,38.916226,-104.76602
Colorado Springs,CO,80919,4,38.925451,-104.85255
Pueblo,CO,81008,4,38.370203,-104.61964
La Junta,CO,81050,4,37.995879,-103.54001
Florence,CO,81226,4,38.387091,-105.1226
Grand Junction,CO,81503,4,39.059221,-108.58311
Craig,CO,81625,4,40.566113,-107.60818
Kuna,ID,83634,4,43.463644,-116.39311
Star,ID,83669,4,43.697658,-116.49155
Weiser,ID,83672,4,44.310781,-116.93326
Nampa,ID,83687,4,43.590212,-116.53781
Boise,ID,83709,4,43.572671,-116.29527
Phoenix,AZ,85019,4,33.511992,-112.1417
Phoenix,AZ,85033,4,33.496091,-112.21405
Phoenix,AZ,85040,4,33.393323,-112.02857
Phoenix,AZ,85051,4,33.559783,-112.13361
Glendale,AZ,85308,4,33.657722,-112.17825
Tucson,AZ,85713,4,32.194909,-110.9757
Sparks,NV,89434,4,39.544183,-119.70003
Reno,NV,89523,4,39.523088,-119.89808
San Bernardino,CA,92411,4,34.12051,-117.3176
Corona,CA,92880,4,33.903803,-117.60221
Bakersfield,CA,93313,4,35.19766,-119.05698
Woodburn,OR,97071,4,45.144415,-122.84521
Newberg,OR,97132,4,45.310304,-122.972
Sweet Home,OR,97386,4,44.391863,-122.72856
Olympia,WA,98513,4,47.00581,-122.75285
Cranston,RI,2920,3,41.7715,-71.46485
New Bedford,MA,2740,3,41.634754,-70.93752
Chepachet,RI,2814,3,41.896002,-71.70335
Camden Wyoming,DE,19934,3,39.094699,-75.58871
Pass Christian,MS,39571,3,30.371623,-89.27038
Hammond,IN,46323,3,41.587718,-87.45528
Chicago,IL,60625,3,41.971614,-87.70256
Kansas City,MO,64119,3,39.202654,-94.51816
Shreveport,LA,71108,3,32.449286,-93.78
Blue Springs,MO,64015,3,39.016612,-94.2987
Blue Springs,MO,64014,3,39.017559,-94.25767
Kansas City,MO,64152,3,39.216635,-94.69991
Las Vegas,NV,89108,3,36.205718,-115.22363
Kansas City,KS,66102,3,39.112204,-94.66643
Kansas City,MO,64157,3,39.283535,-94.4705
Sterling,CT,6377,3,41.730575,-71.81845
Roseland,NJ,7068,3,40.821799,-74.30477
Voorhees,NJ,8043,3,39.851969,-74.96128
Wilmington,DE,19803,3,39.793962,-75.53401
West Palm Beach,FL,33418,3,26.877984,-80.16052
Crete,IL,60417,3,41.439034,-87.61173
Liberty,MO,64068,3,39.246179,-94.41763
Las Vegas,NV,89123,3,36.026532,-115.14848
Wheat Ridge,CO,80033,3,39.774341,-105.10036
Denver,CO,80233,3,39.903043,-104.9544
Viola,DE,19979,3,39.0461,-75.57185
Picayune,MS,39466,3,30.52798,-89.66611
Highland,IN,46322,3,41.549851,-87.45806
Bolingbrook,IL,60440,3,41.703097,-88.07462
Woodstock,CT,6281,3,41.971403,-71.99872
Medford,NJ,8055,3,39.865272,-74.8185
Perth Amboy,NJ,8861,3,40.520105,-74.27708
Philadelphia,PA,19115,3,40.09261,-75.04118
Selbyville,DE,19975,3,38.463751,-75.15642
Charlotte,NC,28202,3,35.227192,-80.84419
Owensboro,KY,42303,3,37.758568,-87.08714
Kansas City,MO,64114,3,38.966056,-94.59641
Las Vegas,NV,89101,3,36.17022,-115.12785
Easthampton,MA,1027,3,42.27279,-72.68677
East Longmeadow,MA,1028,3,42.066795,-72.5102
Wales,MA,1081,3,42.058024,-72.22517
Springfield,MA,1118,3,42.093144,-72.5291
South Lee,MA,1260,3,42.286586,-73.313274
Athol,MA,1331,3,42.579931,-72.20836
Turners Falls,MA,1376,3,42.609425,-72.54438
Charlton,MA,1507,3,42.135142,-71.96961
Holland,MA,1521,3,42.054676,-72.16137
Lancaster,MA,1523,3,42.473131,-71.67946
Upton,MA,1568,3,42.17382,-71.60971
West Brookfield,MA,1585,3,42.242965,-72.16734
Hopedale,MA,1747,3,42.125536,-71.53662
Mendon,MA,1756,3,42.092006,-71.54474
Haverhill,MA,1830,3,42.78519,-71.07011
Norfolk,MA,2056,3,42.111836,-71.32855
Kingston,MA,2364,3,41.993102,-70.73827
Norton,MA,2766,3,41.969185,-71.1854
Auburn,NH,3032,3,43.000345,-71.35141
Epping,NH,3042,3,43.045076,-71.07095
Londonderry,NH,3053,3,42.880481,-71.38205
Milford,NH,3055,3,42.831686,-71.66743
Manchester,NH,3103,3,42.967684,-71.44828
Manchester,NH,3104,3,43.006033,-71.44716
Franklin,NH,3235,3,43.444456,-71.66034
Laconia,NH,3246,3,43.557153,-71.43842
Springfield,NH,3284,3,43.501755,-72.01296
Nottingham,NH,3290,3,43.115874,-71.11081
Concord,NH,3301,3,43.213705,-71.53774
Fitzwilliam,NH,3447,3,42.754744,-72.14838
Hinsdale,NH,3451,3,42.797633,-72.49518
Gorham,NH,3581,3,44.386557,-71.16273
Jefferson,NH,3583,3,44.376866,-71.46436
Alstead,NH,3602,3,43.142384,-72.32575
Canaan,NH,3741,3,43.659172,-72.01333
Goshen,NH,3752,3,43.304058,-72.13525
Woodsville,NH,3785,3,44.133215,-71.96306
Sanbornville,NH,3872,3,43.564008,-71.03405
Tamworth,NH,3886,3,43.857079,-71.25988
Cumberland Center,ME,4021,3,43.798251,-70.26554
Lebanon,ME,4027,3,43.403349,-70.91719
Gorham,ME,4038,3,43.697118,-70.46301
Standish,ME,4084,3,43.761599,-70.56433
Poland,ME,4274,3,44.049157,-70.39077
South Paris,ME,4281,3,44.235141,-70.50508
Wayne,ME,4284,3,44.349542,-70.05698
Jefferson,ME,4348,3,44.212785,-69.4971
Mount Vernon,ME,4352,3,44.46599,-69.96073
Whitefield,ME,4353,3,44.209878,-69.60427
South China,ME,4358,3,44.428911,-69.52679
Winthrop,ME,4364,3,44.31842,-69.95997
Brewer,ME,4412,3,44.78696,-68.7547
Exeter,ME,4435,3,44.961913,-69.12214
Lincoln,ME,4457,3,45.368934,-68.48354
Milford,ME,4461,3,44.956776,-68.62199
Winterport,ME,4496,3,44.657697,-68.8957
Phippsburg,ME,4562,3,43.793136,-69.81778
Houlton,ME,4730,3,46.12672,-67.87798
Hartland,ME,4943,3,44.861365,-69.49934
Madison,ME,4950,3,44.819206,-69.82782
Searsport,ME,4974,3,44.500622,-68.92829
Windsor,VT,5089,3,43.486791,-72.42611
Chester,VT,5143,3,43.26449,-72.61831
Bomoseen,VT,5732,3,43.644208,-73.20284
West Rutland,VT,5777,3,43.574326,-73.04215
Barton,VT,5822,3,44.750509,-72.16376
Irasburg,VT,5845,3,44.800462,-72.28964
Lyndonville,VT,5851,3,44.541352,-72.02686
Bristol,CT,6010,3,41.682249,-72.93365
New Britain,CT,6051,3,41.666249,-72.76996
New Britain,CT,6053,3,41.686949,-72.7908
South Windsor,CT,6074,3,41.836665,-72.56076
Suffield,CT,6078,3,41.985946,-72.63897
East Windsor,CT,6088,3,41.908464,-72.60547
Chaplin,CT,6235,3,41.809166,-72.11274
Willington,CT,6279,3,41.896875,-72.27456
Colchester,CT,6415,3,41.56033,-72.33795
Plantsville,CT,6479,3,41.575847,-72.89696
Portland,CT,6480,3,41.588297,-72.60384
Bridgeport,CT,6604,3,41.178696,-73.20004
Waterbury,CT,6706,3,41.537896,-73.02827
Boonton,NJ,7005,3,40.912798,-74.41516
Plainfield,NJ,7060,3,40.620102,-74.42481
Sussex,NJ,7461,3,41.229754,-74.60203
Freehold,NJ,7728,3,40.241036,-74.27629
Dover,NJ,7801,3,40.889166,-74.55462
Blairstown,NJ,7825,3,40.96035,-74.96243
Morris Plains,NJ,7950,3,40.842399,-74.48223
Haddonfield,NJ,8033,3,39.895213,-75.04019
Mantua,NJ,8051,3,39.785785,-75.17761
Marlton,NJ,8053,3,39.88488,-74.90416
Moorestown,NJ,8057,3,39.968962,-74.9489
Mullica Hill,NJ,8062,3,39.716939,-75.21987
Vincentown,NJ,8088,3,39.871699,-74.70528
Merchantville,NJ,8109,3,39.949979,-75.05024
Franklinville,NJ,8322,3,39.618222,-75.0618
Trenton,NJ,8648,3,40.276782,-74.72951
Pittstown,NJ,8867,3,40.583035,-74.96224
Somerset,NJ,8873,3,40.505253,-74.50723
New Brunswick,NJ,8901,3,40.488304,-74.44775
Port Chester,NY,10573,3,41.010376,-73.67326
Yonkers,NY,10701,3,40.943525,-73.88176
Yonkers,NY,10702,3,41.119008,-73.732996
Westtown,NY,10998,3,41.334034,-74.54593
Glen Head,NY,11545,3,40.823957,-73.60415
Valley Stream,NY,11580,3,40.673,-73.70346
Brookhaven,NY,11719,3,40.780058,-72.91566
Commack,NY,11725,3,40.841522,-73.28001
Copiague,NY,11726,3,40.680892,-73.39609
East Northport,NY,11731,3,40.865998,-73.31796
Farmingville,NY,11738,3,40.83469,-73.0386
Lake Grove,NY,11755,3,40.855402,-73.11839
Wading River,NY,11792,3,40.953261,-72.8368
Hampton Bays,NY,11946,3,40.875897,-72.52063
Moriches,NY,11955,3,40.805789,-72.82092
Saugerties,NY,12477,3,42.085634,-73.97685
Salt Point,NY,12578,3,41.803384,-73.78147
Poughkeepsie,NY,12601,3,41.701443,-73.91922
Poughkeepsie,NY,12603,3,41.67086,-73.88107
Bridgeport,NY,13030,3,43.164297,-75.96057
Watertown,NY,13601,3,43.976735,-75.91199
Massena,NY,13662,3,44.937212,-74.87693
Rensselaer Falls,NY,13680,3,44.593588,-75.32389
Endicott,NY,13760,3,42.113974,-76.05256
Johnson City,NY,13790,3,42.125725,-75.96686
Sidney,NY,13838,3,42.304177,-75.39563
Vestal,NY,13850,3,42.075874,-76.02837
Whitney Point,NY,13862,3,42.328284,-75.95021
Alden,NY,14004,3,42.898709,-78.51652
Bliss,NY,14024,3,42.579516,-78.24818
Rochester,NY,14621,3,43.185163,-77.60368
Fillmore,NY,14735,3,42.456047,-78.0973
Wexford,PA,15090,3,40.617016,-80.05916
Fayette City,PA,15438,3,40.093982,-79.83787
Bedford,PA,15522,3,39.998096,-78.52204
Irwin,PA,15642,3,40.325902,-79.71324
Jeannette,PA,15644,3,40.329238,-79.61469
Harmony,PA,16037,3,40.821535,-80.13033
Kittanning,PA,16201,3,40.809467,-79.49922
Adrian,PA,16210,3,40.885328,-79.52058
Cambridge Springs,PA,16403,3,41.79637,-80.02524
Cranesville,PA,16410,3,41.922138,-80.32884
Saxton,PA,16678,3,40.221352,-78.22785
Tyrone,PA,16686,3,40.666444,-78.24353
Williamsburg,PA,16693,3,40.456531,-78.2221
Blossburg,PA,16912,3,41.676922,-77.0616
Covington,PA,16917,3,41.739613,-77.07521
Osceola,PA,16942,3,41.961001,-77.35306
Grantville,PA,17028,3,40.402578,-76.6434
Honey Grove,PA,17035,3,40.4305,-77.5843
Harrisburg,PA,17111,3,40.264389,-76.80298
Chambersburg,PA,17202,3,39.9340303,-77.6949024
Newburg,PA,17240,3,40.147267,-77.57259
Waynesboro,PA,17268,3,39.766281,-77.57241
New Park,PA,17352,3,39.761007,-76.50129
Conestoga,PA,17516,3,39.938255,-76.36066
Ephrata,PA,17522,3,40.174994,-76.17619
Bethlehem,PA,18018,3,40.625444,-75.38831
Coplay,PA,18037,3,40.671538,-75.5044
Easton,PA,18042,3,40.681798,-75.22082
Hellertown,PA,18055,3,40.585649,-75.3261
Kunkletown,PA,18058,3,40.912421,-75.49765
Perkiomenville,PA,18074,3,40.316397,-75.5154
Allentown,PA,18102,3,40.607747,-75.4793
Allentown,PA,18104,3,40.601996,-75.52104
Beach Lake,PA,18405,3,41.598906,-75.10381
Clarks Summit,PA,18411,3,41.485845,-75.71134
Forest City,PA,18421,3,41.653139,-75.46199
Scranton,PA,18509,3,41.42818,-75.64726
Wilkes Barre,PA,18705,3,41.268231,-75.84569
Shavertown,PA,18708,3,41.305822,-75.94148
Kintnersville,PA,18930,3,40.537142,-75.21189
Ardmore,PA,19003,3,40.000861,-75.29694
Bryn Athyn,PA,19009,3,40.139539,-75.06716
Bryn Mawr,PA,19010,3,40.02371,-75.32764
Chester,PA,19013,3,39.84697,-75.37444
Brookhaven,PA,19015,3,39.864929,-75.38761
Primos,PA,19018,3,39.922862,-75.29639
Croydon,PA,19021,3,40.093443,-74.89912
Elkins Park,PA,19027,3,40.072293,-75.12406
Haverford,PA,19041,3,40.012661,-75.3088
Holmes,PA,19043,3,39.899812,-75.30893
Lansdowne,PA,19050,3,39.939609,-75.26453
Upper Darby,PA,19082,3,39.958512,-75.26856
Wallingford,PA,19086,3,39.888913,-75.37006
Philadelphia,PA,19114,3,40.064257,-75.00155
Philadelphia,PA,19120,3,40.033944,-75.12118
Philadelphia,PA,19122,3,39.977662,-75.14336
Philadelphia,PA,19126,3,40.055411,-75.13793
Philadelphia,PA,19138,3,40.055861,-75.15654
Berwyn,PA,19312,3,40.037958,-75.44986
Coatesville,PA,19320,3,39.978456,-75.82275
Exton,PA,19341,3,40.040505,-75.63425
Kennett Square,PA,19348,3,39.858137,-75.71227
Lincoln University,PA,19352,3,39.783675,-75.8944
Nottingham,PA,19362,3,39.750999,-76.059
West Chester,PA,19382,3,39.940043,-75.59729
Royersford,PA,19468,3,40.200347,-75.53236
Spring City,PA,19475,3,40.176858,-75.57621
Boyertown,PA,19512,3,40.338497,-75.6632
Douglassville,PA,19518,3,40.273179,-75.73931
Fleetwood,PA,19522,3,40.447093,-75.81997
Morgantown,PA,19543,3,40.167618,-75.89259
Reading,PA,19602,3,40.329992,-75.91962
Wilmington,DE,19807,3,39.787512,-75.60256
Lewes,DE,19958,3,38.746207,-75.16282
Leesburg,VA,20176,3,39.138978,-77.54519
Brandywine,MD,20613,3,38.676968,-76.82215
California,MD,20619,3,38.303103,-76.52231
Cheltenham,MD,20623,3,38.748872,-76.83075
White Plains,MD,20695,3,38.593202,-76.97063
Bowie,MD,20716,3,38.93193,-76.72457
Upper Marlboro,MD,20772,3,38.792281,-76.781
Silver Spring,MD,20905,3,39.104509,-76.99374
Edgewater,MD,21037,3,38.921763,-76.5373
Elkridge,MD,21075,3,39.197119,-76.75178
Odenton,MD,21113,3,39.079902,-76.70867
Severn,MD,21144,3,39.130224,-76.69142
Baltimore,MD,21209,3,39.368974,-76.66904
Baltimore,MD,21211,3,39.328957,-76.63361
Dundalk,MD,21222,3,39.263162,-76.5082
Annapolis,MD,21401,3,38.997511,-76.49803
Denton,MD,21629,3,38.871895,-75.8273
Federalsburg,MD,21632,3,38.705731,-75.77488
Preston,MD,21655,3,38.747216,-75.91459
Ridgely,MD,21660,3,38.954731,-75.88459
Sudlersville,MD,21668,3,39.201203,-75.85175
Worton,MD,21678,3,39.295736,-76.09974
Brunswick,MD,21716,3,39.313666,-77.62466
New Market,MD,21774,3,39.408627,-77.28676
Sykesville,MD,21784,3,39.39667,-76.965
Pocomoke City,MD,21851,3,38.069322,-75.54811
Sharptown,MD,21861,3,38.539817,-75.71854
Port Deposit,MD,21904,3,39.61881,-76.0853
Elkton,MD,21922,3,39.593612,-75.947332
Fredericksburg,VA,22408,3,38.236023,-77.46111
Dunnsville,VA,22454,3,37.854791,-76.81298
Montross,VA,22520,3,38.129822,-76.76155
Stafford,VA,22554,3,38.460395,-77.43266
Winchester,VA,22602,3,39.158386,-78.24758
Boyce,VA,22620,3,39.061499,-78.03693
Chester Gap,VA,22623,3,38.853733,-78.141239
Orange,VA,22960,3,38.231526,-78.07923
Richmond,VA,23222,3,37.573595,-77.42504
Richmond,VA,23238,3,37.733844,-77.888082
Atlantic,VA,23303,3,37.892445,-75.51107
Chesapeake,VA,23320,3,36.761698,-76.24511
Chincoteague Island,VA,23336,3,37.934673,-75.3678
Virginia Beach,VA,23453,3,36.786753,-76.082079
Virginia Beach,VA,23454,3,36.838398,-76.02862
Virginia Beach,VA,23462,3,36.839648,-76.15177
Virginia Beach,VA,23464,3,36.799284,-76.17767
Norfolk,VA,23502,3,36.855247,-76.21233
Poquoson,VA,23662,3,37.131237,-76.38089
Blackstone,VA,23824,3,37.070975,-77.98876
Chesterfield,VA,23838,3,37.328232,-77.61364
Crewe,VA,23930,3,37.173493,-78.11236
Drakes Branch,VA,23937,3,36.958048,-78.53403
Green Bay,VA,23942,3,37.129269,-78.30107
Pamplin,VA,23958,3,37.264896,-78.66558
Axton,VA,24054,3,36.677075,-79.70604
Daleville,VA,24083,3,37.407301,-79.91761
Indian Valley,VA,24105,3,36.901524,-80.5936
Penhook,VA,24137,3,36.947422,-79.63536
Shawsville,VA,24162,3,37.14374,-80.26233
Bristol,VA,24202,3,36.645419,-82.18137
Abingdon,VA,24210,3,36.728639,-82.00845
Haysi,VA,24256,3,37.213189,-82.29759
Honaker,VA,24260,3,37.02264,-81.99859
Pennington Gap,VA,24277,3,36.756705,-83.04178
Austinville,VA,24312,3,36.837699,-80.85731
Bland,VA,24315,3,37.107412,-81.0571
Lambsburg,VA,24351,3,36.580074,-80.76311
Laurel Fork,VA,24352,3,36.708515,-80.52791
Staunton,VA,24401,3,38.146216,-79.07625
Doe Hill,VA,24433,3,38.443961,-79.44072
Monterey,VA,24465,3,38.374628,-79.63611
Clover,VA,24534,3,36.864697,-78.76019
Dry Fork,VA,24549,3,36.710985,-79.48517
Forest,VA,24551,3,37.366744,-79.29977
Java,VA,24565,3,36.842686,-79.19748
Long Island,VA,24569,3,37.041512,-79.1278
Virgilina,VA,24598,3,36.592597,-78.78207
Big Rock,VA,24603,3,37.371119,-82.1645
Kegley,WV,24731,3,37.404113,-81.14078
Talcott,WV,24981,3,37.654267,-80.72899
Bickmore,WV,25019,3,38.38338,-81.08555
Cedar Grove,WV,25039,3,38.242575,-81.39377
East Bank,WV,25067,3,38.198471,-81.44797
Henderson,WV,25106,3,38.805615,-82.11034
Red House,WV,25168,3,38.547027,-81.88002
Cottageville,WV,25239,3,38.851872,-81.84501
Mount Alto,WV,25264,3,38.853643,-81.8985
Wallback,WV,25285,3,38.566365,-81.12923
Charleston,WV,25302,3,38.375397,-81.62367
Inwood,WV,25428,3,39.368967,-78.02742
Points,WV,25437,3,39.418178,-78.57871
Barboursville,WV,25504,3,38.391209,-82.28563
Julian,WV,25529,3,38.152035,-81.84153
Lesage,WV,25537,3,38.534701,-82.27982
Davin,WV,25617,3,37.733955,-81.81897
Gilbert,WV,25621,3,37.625805,-81.90186
Henlawson,WV,25624,3,37.904732,-81.9827
Fairdale,WV,25839,3,37.776961,-81.36179
Saulsville,WV,25876,3,37.603344,-81.53998
Shady Spring,WV,25918,3,37.712469,-81.00561
Sophia,WV,25921,3,37.70708,-81.26263
Rupert,WV,25984,3,37.981358,-80.66798
Follansbee,WV,26037,3,40.330969,-80.58889
New Cumberland,WV,26047,3,40.519953,-80.58925
Brohard,WV,26138,3,39.03594,-81.18787
Petroleum,WV,26161,3,39.173299,-81.25595
Coalton,WV,26257,3,38.916124,-80.00221
Huttonsville,WV,26273,3,38.671662,-79.98029
Mill Creek,WV,26280,3,38.736144,-80
Montrose,WV,26283,3,39.067689,-79.82219
Auburn,WV,26325,3,39.095644,-80.86182
Independence,WV,26374,3,39.436084,-79.87873
Farmington,WV,26571,3,39.513513,-80.25738
Keyser,WV,26726,3,39.434856,-78.95987
Wardensville,WV,26851,3,39.066543,-78.6218
Rural Hall,NC,27045,3,36.232354,-80.30391
Stoneville,NC,27048,3,36.47266,-79.90522
Winston Salem,NC,27101,3,36.107037,-80.21918
Bear Creek,NC,27207,3,35.613837,-79.38984
Candor,NC,27229,3,35.280008,-79.79467
Goldston,NC,27252,3,35.564257,-79.35011
Graham,NC,27253,3,36.031837,-79.37815
Eden,NC,27289,3,36.392135,-79.773094
Leasburg,NC,27291,3,36.415102,-79.14221
Milton,NC,27305,3,36.532166,-79.21379
Mount Gilead,NC,27306,3,35.227919,-79.99741
Pelham,NC,27311,3,36.49076,-79.48073
Semora,NC,27343,3,36.495772,-79.09331
Staley,NC,27355,3,35.79386,-79.55521
Greensboro,NC,27401,3,36.071135,-79.77468
Greensboro,NC,27403,3,36.064485,-79.82206
Greensboro,NC,27406,3,36.022863,-79.77895
Greensboro,NC,27408,3,36.101385,-79.81425
Clayton,NC,27520,3,35.635275,-78.4489
Coats,NC,27521,3,35.408375,-78.66964
Goldsboro,NC,27534,3,35.377069,-77.92463
Manson,NC,27553,3,36.484233,-78.30615
Norlina,NC,27563,3,36.450603,-78.21676
Raleigh,NC,27603,3,35.716105,-78.65734
Raleigh,NC,27617,3,35.906016,-78.743197
Durham,NC,27704,3,36.034561,-78.86892
Rocky Mount,NC,27803,3,35.924465,-77.83689
Como,NC,27818,3,36.507288,-77.01668
Pikeville,NC,27863,3,35.491814,-77.98298
Spring Hope,NC,27882,3,35.94178,-78.11872
Tarboro,NC,27886,3,35.905299,-77.54056
Washington,NC,27889,3,35.560439,-77.03459
Alexis,NC,28006,3,35.403268,-81.09974
Concord,NC,28026,3,35.346285,-80.541088
Landis,NC,28088,3,35.543639,-80.61167
Lilesville,NC,28091,3,34.970129,-79.93705
Matthews,NC,28105,3,35.116851,-80.7164
Charlotte,NC,28206,3,35.248292,-80.82748
Charlotte,NC,28211,3,35.170094,-80.79857
Fayetteville,NC,28301,3,35.042389,-78.84124
Aberdeen,NC,28315,3,35.12416,-79.4415
Dunn,NC,28334,3,35.302419,-78.6012
Hope Mills,NC,28348,3,34.954709,-78.93744
Saint Pauls,NC,28384,3,34.804654,-78.9594
Wilmington,NC,28412,3,34.152021,-77.91346
Leland,NC,28451,3,34.25124,-78.06492
Longwood,NC,28452,3,33.997345,-78.5565
Oak Island,NC,28465,3,33.915522,-78.12862
Ocean Isle Beach,NC,28469,3,33.913508,-78.44868
Ayden,NC,28513,3,35.463012,-77.4161
Beulaville,NC,28518,3,34.911417,-77.77153
Richlands,NC,28574,3,34.888736,-77.57157
Claremont,NC,28610,3,35.725163,-81.14279
McGrady,NC,28649,3,36.329636,-81.2111
Newland,NC,28657,3,36.049348,-81.94286
Fletcher,NC,28732,3,35.437611,-82.48999
Rosman,NC,28772,3,35.139812,-82.84253
Asheville,NC,28805,3,35.599363,-82.50007
Chapin,SC,29036,3,34.128998,-81.33822
Kershaw,SC,29067,3,34.545825,-80.54807
Pelion,SC,29123,3,33.771358,-81.25987
West Columbia,SC,29172,3,33.902216,-81.08256
Columbia,SC,29203,3,34.066271,-81.02492
Spartanburg,SC,29301,3,34.940921,-81.98682
Spartanburg,SC,29306,3,34.925353,-81.9308
Spartanburg,SC,29316,3,35.033903,-81.97413
Duncan,SC,29334,3,34.915071,-82.13322
Woodruff,SC,29388,3,34.758703,-82.0483
Johnsonville,SC,29555,3,33.830612,-79.45494
North Myrtle Beach,SC,29582,3,33.823495,-78.67824
Abbeville,SC,29620,3,34.189812,-82.41245
Due West,SC,29639,3,34.325575,-82.4023
Marietta,SC,29661,3,35.048312,-82.52726
Ninety Six,SC,29666,3,34.14606,-82.00203
Six Mile,SC,29682,3,34.833113,-82.83794
Chesterfield,SC,29709,3,34.720306,-80.09371
Edgemoor,SC,29712,3,34.795665,-80.97792
Fort Lawn,SC,29714,3,34.702249,-80.90157
Fort Mill,SC,29715,3,35.008416,-80.91644
Cumming,GA,30028,3,34.193041,-84.092588
Cumming,GA,30040,3,34.235408,-84.17441
Marietta,GA,30066,3,34.027533,-84.51475
Acworth,GA,30101,3,34.052285,-84.68483
Carrollton,GA,30116,3,33.560454,-85.02254
Jackson,GA,30233,3,33.294522,-83.97568
Stockbridge,GA,30281,3,33.547578,-84.21809
Williamson,GA,30292,3,33.169646,-84.37168
Atlanta,GA,30328,3,33.931746,-84.37817
Alto,GA,30510,3,34.455729,-83.58913
Buford,GA,30519,3,34.089419,-83.94701
Clayton,GA,30525,3,34.882362,-83.4156
Dawsonville,GA,30534,3,34.416521,-84.10849
Demorest,GA,30535,3,34.573072,-83.55992
Toccoa,GA,30577,3,34.561584,-83.31718
Colbert,GA,30628,3,34.041416,-83.21997
Good Hope,GA,30641,3,33.766057,-83.57597
White Plains,GA,30678,3,33.46171,-83.05852
Ringgold,GA,30736,3,34.916552,-85.14435
Rossville,GA,30741,3,34.96311,-85.27405
Augusta,GA,30907,3,33.512541,-82.09491
Milledgeville,GA,31061,3,33.083579,-83.23397
Warner Robins,GA,31088,3,32.594698,-83.64873
Yatesville,GA,31097,3,32.912207,-84.14812
Macon,GA,31220,3,32.862246,-83.78665
Ellabell,GA,31308,3,32.172661,-81.48447
Savannah,GA,31405,3,32.043058,-81.12183
Manor,GA,31550,3,31.101953,-82.58299
Adel,GA,31620,3,31.133004,-83.42736
Axson,GA,31624,3,31.297883,-82.71029
Sycamore,GA,31790,3,31.652542,-83.57934
